domain_length,domain_num_of_unique_char ,domain_num_of_unique_letters ,domain_num_of_unique_numbers ,ratio_of_letters_of_domain_name ,ratio_of_numbers_of_domain_name,ratio_of_unique_letters_to_num_of_unique_characters,ratio_of_unique_numbers_to_num_of_unique_characters
12,9,9,0,0.833333333,0,1,0
13,10,10,0,0.846153846,0,1,0
16,9,9,0,0.875,0,1,0
11,6,6,0,0.818181818,0,1,0
18,9,9,0,0.888888889,0,1,0
18,10,10,0,0.888888889,0,1,0
19,13,13,0,0.894736842,0,1,0
13,9,9,0,0.846153846,0,1,0
20,11,11,0,0.85,0,1,0
15,9,9,0,0.866666667,0,1,0
15,9,9,0,0.866666667,0,1,0
14,8,8,0,0.857142857,0,1,0
16,11,11,0,0.875,0,1,0
17,10,10,0,0.823529412,0,1,0
12,8,8,0,0.833333333,0,1,0
16,9,9,0,0.8125,0,1,0
16,10,10,0,0.875,0,1,0
13,8,8,0,0.846153846,0,1,0
10,6,6,0,0.8,0,1,0
20,13,13,0,0.9,0,1,0
19,13,13,0,0.894736842,0,1,0
15,10,10,0,0.866666667,0,1,0
20,14,14,0,0.9,0,1,0
19,12,12,0,0.894736842,0,1,0
19,11,11,0,0.894736842,0,1,0
25,13,13,0,0.88,0,1,0
16,11,11,0,0.875,0,1,0
17,10,10,0,0.882352941,0,1,0
19,12,12,0,0.894736842,0,1,0
15,10,10,0,0.866666667,0,1,0
15,10,10,0,0.866666667,0,1,0
17,12,12,0,0.882352941,0,1,0
29,15,15,0,0.896551724,0,1,0
17,11,11,0,0.882352941,0,1,0
17,12,12,0,0.882352941,0,1,0
16,12,12,0,0.875,0,1,0
14,10,10,0,0.857142857,0,1,0
15,10,10,0,0.866666667,0,1,0
19,12,12,0,0.894736842,0,1,0
14,9,9,0,0.857142857,0,1,0
16,11,11,0,0.875,0,1,0
16,11,11,0,0.875,0,1,0
14,10,10,0,0.857142857,0,1,0
13,10,10,0,0.846153846,0,1,0
16,9,9,0,0.875,0,1,0
12,9,9,0,0.833333333,0,1,0
12,8,8,0,0.833333333,0,1,0
14,9,9,0,0.857142857,0,1,0
19,14,14,0,0.894736842,0,1,0
14,9,9,0,0.857142857,0,1,0
13,8,8,0,0.846153846,0,1,0
15,10,10,0,0.866666667,0,1,0
16,10,10,0,0.875,0,1,0
15,8,8,0,0.866666667,0,1,0
24,10,10,0,0.833333333,0,1,0
14,9,9,0,0.857142857,0,1,0
15,10,10,0,0.866666667,0,1,0
24,14,14,0,0.875,0,1,0
17,11,11,0,0.882352941,0,1,0
15,11,11,0,0.866666667,0,1,0
13,8,8,0,0.846153846,0,1,0
13,8,8,0,0.846153846,0,1,0
29,14,14,0,0.896551724,0,1,0
20,13,13,0,0.9,0,1,0
19,12,12,0,0.894736842,0,1,0
19,13,13,0,0.894736842,0,1,0
18,12,12,0,0.888888889,0,1,0
16,10,10,0,0.875,0,1,0
18,13,13,0,0.888888889,0,1,0
12,8,8,0,0.833333333,0,1,0
13,8,8,0,0.846153846,0,1,0
14,10,10,0,0.857142857,0,1,0
12,8,8,0,0.833333333,0,1,0
14,10,10,0,0.857142857,0,1,0
14,10,10,0,0.857142857,0,1,0
11,8,8,0,0.818181818,0,1,0
15,10,10,0,0.866666667,0,1,0
13,8,8,0,0.846153846,0,1,0
14,9,9,0,0.857142857,0,1,0
12,9,9,0,0.833333333,0,1,0
13,8,8,0,0.846153846,0,1,0
13,8,8,0,0.846153846,0,1,0
14,8,8,0,0.857142857,0,1,0
12,8,8,0,0.833333333,0,1,0
18,11,11,0,0.833333333,0,1,0
14,9,9,0,0.857142857,0,1,0
15,9,9,0,0.866666667,0,1,0
13,9,9,0,0.846153846,0,1,0
20,11,11,0,0.9,0,1,0
23,11,11,0,0.826086957,0,1,0
19,11,11,0,0.842105263,0,1,0
40,15,15,0,0.85,0,1,0
23,12,12,0,0.869565217,0,1,0
27,13,13,0,0.888888889,0,1,0
22,13,13,0,0.818181818,0,1,0
21,14,14,0,0.857142857,0,1,0
34,17,17,0,0.882352941,0,1,0
13,8,8,0,0.846153846,0,1,0
15,12,12,0,0.866666667,0,1,0
19,14,14,0,0.894736842,0,1,0
18,13,13,0,0.888888889,0,1,0
17,12,12,0,0.882352941,0,1,0
15,9,9,0,0.866666667,0,1,0
14,9,9,0,0.857142857,0,1,0
14,10,10,0,0.857142857,0,1,0
13,9,9,0,0.846153846,0,1,0
15,11,11,0,0.866666667,0,1,0
13,9,9,0,0.846153846,0,1,0
12,7,7,0,0.833333333,0,1,0
19,14,14,0,0.894736842,0,1,0
24,13,13,0,0.916666667,0,1,0
17,12,12,0,0.882352941,0,1,0
11,6,6,0,0.818181818,0,1,0
17,12,10,2,0.764705882,0.117647059,0.833333333,0.166666667
12,9,9,0,0.833333333,0,1,0
16,9,9,0,0.875,0,1,0
17,9,9,0,0.882352941,0,1,0
17,11,11,0,0.882352941,0,1,0
13,10,10,0,0.846153846,0,1,0
12,8,8,0,0.833333333,0,1,0
14,9,9,0,0.857142857,0,1,0
14,10,10,0,0.857142857,0,1,0
16,11,11,0,0.8125,0,1,0
19,13,13,0,0.842105263,0,1,0
16,12,12,0,0.875,0,1,0
15,9,9,0,0.866666667,0,1,0
16,10,10,0,0.875,0,1,0
16,12,12,0,0.875,0,1,0
15,10,10,0,0.866666667,0,1,0
14,10,10,0,0.857142857,0,1,0
13,9,9,0,0.846153846,0,1,0
14,9,9,0,0.857142857,0,1,0
15,11,11,0,0.866666667,0,1,0
19,14,14,0,0.894736842,0,1,0
21,11,11,0,0.857142857,0,1,0
16,10,10,0,0.875,0,1,0
12,8,8,0,0.833333333,0,1,0
11,7,7,0,0.818181818,0,1,0
24,12,12,0,0.875,0,1,0
17,11,11,0,0.882352941,0,1,0
7,5,5,0,0.857142857,0,1,0
15,9,9,0,0.866666667,0,1,0
8,6,5,1,0.75,0.125,0.833333333,0.166666667
11,9,6,3,0.636363636,0.272727273,0.666666667,0.333333333
10,8,7,1,0.8,0.1,0.875,0.125
11,8,7,1,0.818181818,0.090909091,0.875,0.125
10,6,5,1,0.8,0.1,0.833333333,0.166666667
10,7,6,1,0.8,0.1,0.857142857,0.142857143
15,10,9,1,0.866666667,0.066666667,0.9,0.1
10,8,7,1,0.8,0.1,0.875,0.125
10,8,5,3,0.6,0.3,0.625,0.375
10,8,5,3,0.6,0.3,0.625,0.375
16,9,8,1,0.8125,0.0625,0.888888889,0.111111111
13,10,9,1,0.846153846,0.076923077,0.9,0.1
8,6,5,1,0.75,0.125,0.833333333,0.166666667
9,7,5,2,0.666666667,0.222222222,0.714285714,0.285714286
9,6,5,1,0.666666667,0.222222222,0.833333333,0.166666667
10,6,6,0,0.9,0,1,0
11,6,6,0,0.909090909,0,1,0
11,7,7,0,0.909090909,0,1,0
12,7,7,0,0.916666667,0,1,0
11,7,7,0,0.909090909,0,1,0
14,7,7,0,0.928571429,0,1,0
16,9,9,0,0.9375,0,1,0
10,7,7,0,0.9,0,1,0
17,11,11,0,0.941176471,0,1,0
12,8,8,0,0.916666667,0,1,0
16,9,9,0,0.875,0,1,0
14,10,8,2,0.785714286,0.142857143,0.8,0.2
12,8,8,0,0.916666667,0,1,0
19,13,13,0,0.894736842,0,1,0
13,8,8,0,0.923076923,0,1,0
9,6,6,0,0.888888889,0,1,0
15,10,10,0,0.933333333,0,1,0
18,13,13,0,0.944444444,0,1,0
17,10,10,0,0.941176471,0,1,0
14,10,10,0,0.928571429,0,1,0
17,11,11,0,0.941176471,0,1,0
21,11,11,0,0.904761905,0,1,0
20,11,11,0,0.95,0,1,0
16,11,11,0,0.9375,0,1,0
14,9,9,0,0.928571429,0,1,0
24,12,12,0,0.916666667,0,1,0
21,11,11,0,0.904761905,0,1,0
23,15,15,0,0.913043478,0,1,0
25,15,15,0,0.92,0,1,0
14,10,10,0,0.928571429,0,1,0
22,15,15,0,0.954545455,0,1,0
13,10,10,0,0.923076923,0,1,0
14,9,9,0,0.928571429,0,1,0
21,14,14,0,0.904761905,0,1,0
17,11,11,0,0.941176471,0,1,0
18,12,12,0,0.944444444,0,1,0
18,12,10,2,0.833333333,0.111111111,0.833333333,0.166666667
14,7,7,0,0.928571429,0,1,0
18,11,11,0,0.944444444,0,1,0
16,7,7,0,0.9375,0,1,0
14,8,8,0,0.928571429,0,1,0
20,10,10,0,0.9,0,1,0
13,9,9,0,0.923076923,0,1,0
12,6,6,0,0.916666667,0,1,0
14,6,6,0,0.928571429,0,1,0
11,6,6,0,0.909090909,0,1,0
12,6,6,0,0.916666667,0,1,0
11,7,7,0,0.909090909,0,1,0
24,10,10,0,0.958333333,0,1,0
21,11,11,0,0.904761905,0,1,0
19,11,11,0,0.894736842,0,1,0
13,7,7,0,0.923076923,0,1,0
12,8,8,0,0.916666667,0,1,0
21,12,12,0,0.904761905,0,1,0
17,11,11,0,0.882352941,0,1,0
19,10,10,0,0.894736842,0,1,0
18,9,9,0,0.888888889,0,1,0
20,13,13,0,0.9,0,1,0
12,7,7,0,0.916666667,0,1,0
13,9,9,0,0.923076923,0,1,0
14,10,8,2,0.785714286,0.142857143,0.8,0.2
19,10,10,0,0.947368421,0,1,0
31,16,16,0,0.935483871,0,1,0
18,12,12,0,0.944444444,0,1,0
18,12,12,0,0.944444444,0,1,0
13,9,9,0,0.923076923,0,1,0
19,11,11,0,0.894736842,0,1,0
24,10,10,0,0.958333333,0,1,0
11,6,6,0,0.909090909,0,1,0
28,16,16,0,0.928571429,0,1,0
14,11,11,0,0.928571429,0,1,0
28,14,14,0,0.964285714,0,1,0
22,15,15,0,0.909090909,0,1,0
19,13,11,2,0.842105263,0.105263158,0.846153846,0.153846154
21,13,13,0,0.952380952,0,1,0
15,8,8,0,0.933333333,0,1,0
16,10,10,0,0.875,0,1,0
16,11,11,0,0.9375,0,1,0
12,7,7,0,0.916666667,0,1,0
14,10,10,0,0.928571429,0,1,0
13,8,8,0,0.923076923,0,1,0
14,11,11,0,0.928571429,0,1,0
16,11,11,0,0.9375,0,1,0
15,9,9,0,0.933333333,0,1,0
11,7,7,0,0.909090909,0,1,0
18,9,9,0,0.888888889,0,1,0
23,11,11,0,0.913043478,0,1,0
11,7,7,0,0.909090909,0,1,0
16,11,9,2,0.8125,0.125,0.818181818,0.181818182
15,7,7,0,0.933333333,0,1,0
10,6,6,0,0.9,0,1,0
11,8,8,0,0.909090909,0,1,0
12,9,9,0,0.916666667,0,1,0
11,8,8,0,0.909090909,0,1,0
11,7,7,0,0.909090909,0,1,0
18,10,10,0,0.944444444,0,1,0
12,8,8,0,0.916666667,0,1,0
12,7,7,0,0.916666667,0,1,0
11,7,7,0,0.909090909,0,1,0
12,8,8,0,0.916666667,0,1,0
12,8,8,0,0.916666667,0,1,0
12,8,8,0,0.916666667,0,1,0
14,9,9,0,0.928571429,0,1,0
14,8,8,0,0.928571429,0,1,0
12,7,7,0,0.916666667,0,1,0
11,7,7,0,0.909090909,0,1,0
12,7,7,0,0.916666667,0,1,0
25,11,11,0,0.92,0,1,0
14,9,9,0,0.928571429,0,1,0
13,9,9,0,0.923076923,0,1,0
13,9,9,0,0.923076923,0,1,0
19,11,11,0,0.894736842,0,1,0
16,9,9,0,0.875,0,1,0
10,5,5,0,0.9,0,1,0
11,7,7,0,0.909090909,0,1,0
21,10,10,0,0.904761905,0,1,0
20,11,11,0,0.9,0,1,0
23,13,13,0,0.956521739,0,1,0
28,13,13,0,0.964285714,0,1,0
25,13,13,0,0.96,0,1,0
18,12,12,0,0.944444444,0,1,0
18,11,11,0,0.944444444,0,1,0
19,12,12,0,0.947368421,0,1,0
24,11,11,0,0.958333333,0,1,0
20,11,11,0,0.95,0,1,0
20,12,12,0,0.95,0,1,0
19,12,12,0,0.947368421,0,1,0
15,10,10,0,0.933333333,0,1,0
14,9,9,0,0.928571429,0,1,0
20,11,11,0,0.95,0,1,0
17,10,10,0,0.941176471,0,1,0
16,10,10,0,0.9375,0,1,0
15,10,10,0,0.933333333,0,1,0
14,9,9,0,0.928571429,0,1,0
12,7,7,0,0.916666667,0,1,0
11,8,8,0,0.909090909,0,1,0
14,9,9,0,0.928571429,0,1,0
19,11,11,0,0.894736842,0,1,0
16,10,10,0,0.9375,0,1,0
16,10,10,0,0.875,0,1,0
15,10,10,0,0.866666667,0,1,0
16,11,11,0,0.875,0,1,0
16,10,10,0,0.875,0,1,0
10,6,6,0,0.9,0,1,0
12,8,8,0,0.916666667,0,1,0
10,6,6,0,0.9,0,1,0
15,8,8,0,0.933333333,0,1,0
16,10,10,0,0.9375,0,1,0
16,9,9,0,0.9375,0,1,0
14,10,10,0,0.928571429,0,1,0
12,7,7,0,0.916666667,0,1,0
12,9,9,0,0.916666667,0,1,0
15,10,10,0,0.933333333,0,1,0
17,11,11,0,0.941176471,0,1,0
10,6,6,0,0.9,0,1,0
13,7,7,0,0.923076923,0,1,0
11,6,6,0,0.909090909,0,1,0
13,7,7,0,0.923076923,0,1,0
12,9,9,0,0.916666667,0,1,0
16,11,9,2,0.8125,0.125,0.818181818,0.181818182
13,8,8,0,0.923076923,0,1,0
14,9,9,0,0.928571429,0,1,0
12,7,7,0,0.916666667,0,1,0
16,11,11,0,0.9375,0,1,0
12,8,8,0,0.916666667,0,1,0
12,9,9,0,0.916666667,0,1,0
10,7,7,0,0.9,0,1,0
11,7,7,0,0.909090909,0,1,0
12,9,9,0,0.916666667,0,1,0
15,11,11,0,0.933333333,0,1,0
14,9,9,0,0.928571429,0,1,0
11,7,7,0,0.909090909,0,1,0
10,6,6,0,0.9,0,1,0
14,10,10,0,0.928571429,0,1,0
13,9,9,0,0.923076923,0,1,0
14,10,10,0,0.928571429,0,1,0
15,8,8,0,0.933333333,0,1,0
12,8,8,0,0.916666667,0,1,0
14,10,10,0,0.928571429,0,1,0
18,12,12,0,0.944444444,0,1,0
12,8,8,0,0.916666667,0,1,0
21,12,12,0,0.952380952,0,1,0
19,10,10,0,0.947368421,0,1,0
15,10,10,0,0.933333333,0,1,0
11,8,8,0,0.909090909,0,1,0
11,7,7,0,0.909090909,0,1,0
12,8,8,0,0.916666667,0,1,0
18,11,11,0,0.888888889,0,1,0
21,12,12,0,0.904761905,0,1,0
11,7,7,0,0.909090909,0,1,0
11,7,7,0,0.909090909,0,1,0
12,8,7,1,0.833333333,0.083333333,0.875,0.125
26,13,13,0,0.884615385,0,1,0
20,12,12,0,0.9,0,1,0
19,12,12,0,0.894736842,0,1,0
21,13,13,0,0.952380952,0,1,0
11,8,8,0,0.909090909,0,1,0
12,8,8,0,0.916666667,0,1,0
11,8,8,0,0.909090909,0,1,0
21,13,13,0,0.904761905,0,1,0
13,9,9,0,0.923076923,0,1,0
12,9,9,0,0.916666667,0,1,0
13,9,9,0,0.923076923,0,1,0
24,13,13,0,0.916666667,0,1,0
20,12,12,0,0.9,0,1,0
16,8,8,0,0.875,0,1,0
11,8,8,0,0.909090909,0,1,0
12,9,9,0,0.916666667,0,1,0
17,9,9,0,0.941176471,0,1,0
12,10,10,0,0.916666667,0,1,0
15,11,11,0,0.933333333,0,1,0
13,9,9,0,0.923076923,0,1,0
16,10,10,0,0.9375,0,1,0
12,9,9,0,0.916666667,0,1,0
13,11,11,0,0.923076923,0,1,0
13,10,10,0,0.923076923,0,1,0
13,10,8,2,0.769230769,0.153846154,0.8,0.2
14,8,8,0,0.928571429,0,1,0
12,9,9,0,0.916666667,0,1,0
9,7,7,0,0.888888889,0,1,0
20,12,12,0,0.9,0,1,0
17,12,12,0,0.941176471,0,1,0
12,8,8,0,0.916666667,0,1,0
11,9,9,0,0.909090909,0,1,0
15,9,9,0,0.933333333,0,1,0
15,12,12,0,0.933333333,0,1,0
14,10,10,0,0.928571429,0,1,0
17,12,12,0,0.941176471,0,1,0
14,11,11,0,0.928571429,0,1,0
11,8,8,0,0.909090909,0,1,0
11,7,7,0,0.909090909,0,1,0
11,8,8,0,0.909090909,0,1,0
13,8,8,0,0.923076923,0,1,0
17,9,9,0,0.941176471,0,1,0
17,11,11,0,0.941176471,0,1,0
17,12,12,0,0.941176471,0,1,0
14,11,11,0,0.928571429,0,1,0
14,10,10,0,0.928571429,0,1,0
20,12,12,0,0.95,0,1,0
16,11,11,0,0.875,0,1,0
11,8,8,0,0.909090909,0,1,0
20,13,13,0,0.95,0,1,0
12,9,9,0,0.916666667,0,1,0
13,7,7,0,0.846153846,0,1,0
11,7,7,0,0.909090909,0,1,0
11,8,8,0,0.909090909,0,1,0
12,7,7,0,0.916666667,0,1,0
12,7,7,0,0.916666667,0,1,0
27,14,14,0,0.888888889,0,1,0
11,6,6,0,0.909090909,0,1,0
17,11,11,0,0.941176471,0,1,0
11,6,6,0,0.909090909,0,1,0
20,13,13,0,0.95,0,1,0
9,5,5,0,0.888888889,0,1,0
11,7,7,0,0.909090909,0,1,0
11,7,7,0,0.909090909,0,1,0
12,8,8,0,0.916666667,0,1,0
12,7,7,0,0.916666667,0,1,0
25,9,9,0,0.92,0,1,0
13,9,9,0,0.923076923,0,1,0
11,7,7,0,0.909090909,0,1,0
11,8,8,0,0.909090909,0,1,0
12,9,9,0,0.916666667,0,1,0
13,10,10,0,0.923076923,0,1,0
11,9,9,0,0.909090909,0,1,0
23,14,14,0,0.956521739,0,1,0
13,9,9,0,0.923076923,0,1,0
17,12,12,0,0.941176471,0,1,0
11,7,7,0,0.909090909,0,1,0
11,8,8,0,0.909090909,0,1,0
11,8,8,0,0.909090909,0,1,0
12,10,10,0,0.916666667,0,1,0
14,9,9,0,0.857142857,0,1,0
11,7,7,0,0.909090909,0,1,0
11,8,8,0,0.909090909,0,1,0
16,9,9,0,0.875,0,1,0
15,9,9,0,0.933333333,0,1,0
10,8,8,0,0.9,0,1,0
11,7,7,0,0.909090909,0,1,0
14,9,9,0,0.928571429,0,1,0
13,9,9,0,0.923076923,0,1,0
11,8,8,0,0.909090909,0,1,0
12,9,9,0,0.916666667,0,1,0
14,10,10,0,0.928571429,0,1,0
12,7,7,0,0.916666667,0,1,0
15,9,9,0,0.933333333,0,1,0
11,8,8,0,0.909090909,0,1,0
11,8,8,0,0.909090909,0,1,0
13,10,10,0,0.923076923,0,1,0
16,11,11,0,0.9375,0,1,0
12,9,9,0,0.916666667,0,1,0
9,7,7,0,0.888888889,0,1,0
12,7,7,0,0.916666667,0,1,0
12,7,7,0,0.916666667,0,1,0
16,11,11,0,0.9375,0,1,0
16,12,12,0,0.9375,0,1,0
21,12,12,0,0.952380952,0,1,0
16,11,11,0,0.9375,0,1,0
21,11,11,0,0.952380952,0,1,0
10,8,8,0,0.9,0,1,0
22,15,15,0,0.954545455,0,1,0
18,14,14,0,0.944444444,0,1,0
31,15,15,0,0.935483871,0,1,0
19,12,10,2,0.842105263,0.105263158,0.833333333,0.166666667
12,10,10,0,0.916666667,0,1,0
11,7,7,0,0.909090909,0,1,0
13,9,9,0,0.923076923,0,1,0
20,11,11,0,0.95,0,1,0
24,15,15,0,0.916666667,0,1,0
17,11,11,0,0.941176471,0,1,0
11,7,7,0,0.909090909,0,1,0
13,8,8,0,0.923076923,0,1,0
17,13,11,2,0.823529412,0.117647059,0.846153846,0.153846154
19,12,12,0,0.947368421,0,1,0
15,10,10,0,0.933333333,0,1,0
33,15,15,0,0.909090909,0,1,0
11,7,7,0,0.909090909,0,1,0
10,6,6,0,0.9,0,1,0
16,10,10,0,0.9375,0,1,0
14,10,10,0,0.928571429,0,1,0
12,10,10,0,0.916666667,0,1,0
11,8,8,0,0.909090909,0,1,0
11,9,9,0,0.909090909,0,1,0
10,8,8,0,0.9,0,1,0
10,8,8,0,0.9,0,1,0
12,10,8,2,0.75,0.166666667,0.8,0.2
13,10,10,0,0.923076923,0,1,0
12,8,8,0,0.916666667,0,1,0
13,9,9,0,0.923076923,0,1,0
24,14,14,0,0.875,0,1,0
15,11,11,0,0.933333333,0,1,0
14,10,10,0,0.928571429,0,1,0
15,11,11,0,0.933333333,0,1,0
23,14,14,0,0.913043478,0,1,0
23,16,16,0,0.913043478,0,1,0
15,11,11,0,0.933333333,0,1,0
22,14,14,0,0.954545455,0,1,0
22,16,16,0,0.954545455,0,1,0
14,11,11,0,0.928571429,0,1,0
15,11,11,0,0.933333333,0,1,0
15,11,11,0,0.933333333,0,1,0
14,10,10,0,0.928571429,0,1,0
10,8,8,0,0.9,0,1,0
11,9,9,0,0.909090909,0,1,0
16,12,12,0,0.9375,0,1,0
17,12,12,0,0.941176471,0,1,0
16,13,13,0,0.9375,0,1,0
13,10,10,0,0.923076923,0,1,0
14,11,11,0,0.928571429,0,1,0
17,11,11,0,0.941176471,0,1,0
10,7,7,0,0.9,0,1,0
12,8,8,0,0.916666667,0,1,0
17,11,11,0,0.941176471,0,1,0
17,8,8,0,0.882352941,0,1,0
24,13,13,0,0.916666667,0,1,0
25,15,15,0,0.92,0,1,0
24,13,13,0,0.916666667,0,1,0
22,14,14,0,0.909090909,0,1,0
11,7,7,0,0.909090909,0,1,0
13,9,7,2,0.769230769,0.153846154,0.777777778,0.222222222
23,13,13,0,0.956521739,0,1,0
12,8,8,0,0.916666667,0,1,0
12,8,8,0,0.916666667,0,1,0
18,11,11,0,0.944444444,0,1,0
13,9,9,0,0.923076923,0,1,0
13,9,9,0,0.923076923,0,1,0
16,11,11,0,0.9375,0,1,0
17,12,12,0,0.941176471,0,1,0
18,13,13,0,0.944444444,0,1,0
11,8,8,0,0.909090909,0,1,0
16,10,10,0,0.9375,0,1,0
12,9,9,0,0.916666667,0,1,0
18,10,10,0,0.888888889,0,1,0
13,10,10,0,0.923076923,0,1,0
31,17,17,0,0.903225806,0,1,0
18,12,12,0,0.888888889,0,1,0
24,13,13,0,0.875,0,1,0
19,11,11,0,0.894736842,0,1,0
19,13,13,0,0.894736842,0,1,0
20,12,12,0,0.9,0,1,0
24,14,14,0,0.916666667,0,1,0
21,12,12,0,0.904761905,0,1,0
11,8,8,0,0.909090909,0,1,0
11,8,8,0,0.909090909,0,1,0
18,12,12,0,0.944444444,0,1,0
18,11,11,0,0.888888889,0,1,0
23,13,13,0,0.913043478,0,1,0
25,14,14,0,0.92,0,1,0
23,14,14,0,0.913043478,0,1,0
26,16,16,0,0.923076923,0,1,0
18,12,12,0,0.944444444,0,1,0
17,10,10,0,0.941176471,0,1,0
16,10,10,0,0.9375,0,1,0
24,12,12,0,0.916666667,0,1,0
20,14,14,0,0.9,0,1,0
18,12,12,0,0.888888889,0,1,0
17,10,10,0,0.941176471,0,1,0
10,8,8,0,0.9,0,1,0
15,10,10,0,0.933333333,0,1,0
26,16,16,0,0.923076923,0,1,0
25,14,14,0,0.92,0,1,0
25,16,16,0,0.96,0,1,0
24,14,14,0,0.958333333,0,1,0
32,17,17,0,0.9375,0,1,0
31,17,17,0,0.967741935,0,1,0
15,10,10,0,0.933333333,0,1,0
13,11,11,0,0.923076923,0,1,0
13,9,9,0,0.923076923,0,1,0
21,15,15,0,0.952380952,0,1,0
13,7,7,0,0.923076923,0,1,0
23,11,11,0,0.913043478,0,1,0
25,14,14,0,0.92,0,1,0
21,12,12,0,0.952380952,0,1,0
20,12,12,0,0.9,0,1,0
12,8,8,0,0.916666667,0,1,0
12,9,9,0,0.916666667,0,1,0
11,7,7,0,0.909090909,0,1,0
11,7,7,0,0.909090909,0,1,0
18,10,10,0,0.944444444,0,1,0
23,14,14,0,0.913043478,0,1,0
22,13,13,0,0.909090909,0,1,0
18,12,12,0,0.944444444,0,1,0
20,10,10,0,0.95,0,1,0
19,15,15,0,0.947368421,0,1,0
10,8,8,0,0.9,0,1,0
14,10,10,0,0.857142857,0,1,0
12,8,8,0,0.916666667,0,1,0
20,13,13,0,0.9,0,1,0
12,8,8,0,0.916666667,0,1,0
12,9,9,0,0.916666667,0,1,0
13,9,9,0,0.923076923,0,1,0
13,10,10,0,0.923076923,0,1,0
13,8,8,0,0.923076923,0,1,0
15,12,10,2,0.8,0.133333333,0.833333333,0.166666667
11,8,8,0,0.909090909,0,1,0
13,10,10,0,0.923076923,0,1,0
40,18,18,0,0.925,0,1,0
18,10,10,0,0.944444444,0,1,0
28,15,15,0,0.892857143,0,1,0
14,10,10,0,0.928571429,0,1,0
15,10,10,0,0.933333333,0,1,0
14,9,7,2,0.785714286,0.142857143,0.777777778,0.222222222
15,10,10,0,0.933333333,0,1,0
11,7,7,0,0.909090909,0,1,0
14,9,9,0,0.928571429,0,1,0
12,8,8,0,0.916666667,0,1,0
11,8,8,0,0.909090909,0,1,0
12,9,9,0,0.916666667,0,1,0
11,9,9,0,0.909090909,0,1,0
13,9,9,0,0.923076923,0,1,0
12,10,10,0,0.916666667,0,1,0
18,12,12,0,0.944444444,0,1,0
11,9,9,0,0.909090909,0,1,0
11,8,8,0,0.909090909,0,1,0
11,9,9,0,0.909090909,0,1,0
23,14,14,0,0.913043478,0,1,0
13,10,10,0,0.923076923,0,1,0
13,8,8,0,0.923076923,0,1,0
13,9,9,0,0.923076923,0,1,0
10,8,8,0,0.9,0,1,0
27,14,14,0,0.888888889,0,1,0
19,12,12,0,0.894736842,0,1,0
12,9,9,0,0.916666667,0,1,0
15,10,10,0,0.933333333,0,1,0
12,9,9,0,0.916666667,0,1,0
12,8,8,0,0.916666667,0,1,0
14,12,12,0,0.928571429,0,1,0
13,8,8,0,0.923076923,0,1,0
17,11,11,0,0.941176471,0,1,0
18,12,12,0,0.944444444,0,1,0
14,11,11,0,0.928571429,0,1,0
13,11,11,0,0.923076923,0,1,0
14,10,10,0,0.928571429,0,1,0
16,11,11,0,0.9375,0,1,0
16,12,12,0,0.9375,0,1,0
15,11,11,0,0.933333333,0,1,0
14,10,10,0,0.928571429,0,1,0
18,14,14,0,0.944444444,0,1,0
13,10,10,0,0.923076923,0,1,0
16,10,10,0,0.9375,0,1,0
14,11,11,0,0.928571429,0,1,0
11,7,7,0,0.909090909,0,1,0
11,8,8,0,0.909090909,0,1,0
12,8,8,0,0.916666667,0,1,0
12,8,8,0,0.916666667,0,1,0
10,7,7,0,0.9,0,1,0
10,8,8,0,0.9,0,1,0
13,10,10,0,0.923076923,0,1,0
16,11,11,0,0.9375,0,1,0
12,8,8,0,0.916666667,0,1,0
10,7,7,0,0.9,0,1,0
11,8,8,0,0.909090909,0,1,0
11,9,9,0,0.909090909,0,1,0
13,10,10,0,0.846153846,0,1,0
8,6,6,0,0.875,0,1,0
12,9,6,3,0.583333333,0.333333333,0.666666667,0.333333333
14,10,10,0,0.928571429,0,1,0
13,9,9,0,0.923076923,0,1,0
16,11,11,0,0.9375,0,1,0
15,10,10,0,0.933333333,0,1,0
11,7,7,0,0.909090909,0,1,0
24,11,11,0,0.916666667,0,1,0
13,9,9,0,0.923076923,0,1,0
12,7,7,0,0.916666667,0,1,0
13,8,8,0,0.923076923,0,1,0
20,11,11,0,0.9,0,1,0
18,11,11,0,0.888888889,0,1,0
21,11,11,0,0.904761905,0,1,0
20,13,13,0,0.9,0,1,0
20,12,12,0,0.9,0,1,0
22,12,12,0,0.909090909,0,1,0
13,9,9,0,0.923076923,0,1,0
14,8,8,0,0.928571429,0,1,0
13,9,9,0,0.923076923,0,1,0
16,11,11,0,0.9375,0,1,0
13,8,8,0,0.923076923,0,1,0
20,12,12,0,0.95,0,1,0
10,7,7,0,0.9,0,1,0
18,12,12,0,0.944444444,0,1,0
11,8,8,0,0.909090909,0,1,0
16,10,10,0,0.9375,0,1,0
13,9,9,0,0.923076923,0,1,0
21,14,14,0,0.952380952,0,1,0
25,13,13,0,0.92,0,1,0
18,11,11,0,0.944444444,0,1,0
12,9,9,0,0.916666667,0,1,0
11,7,7,0,0.909090909,0,1,0
12,9,9,0,0.916666667,0,1,0
12,9,9,0,0.916666667,0,1,0
14,11,11,0,0.928571429,0,1,0
13,11,11,0,0.923076923,0,1,0
13,9,9,0,0.923076923,0,1,0
20,9,9,0,0.9,0,1,0
